年,週,月,開始日,終了日,都道府県,急性呼吸器感染症_報告,急性呼吸器感染症_定当
2025,23,6,2025-06-02,2025-06-08,高知県,1730,45.53
2025,23,6,2025-06-02,2025-06-08,福岡県,6307,51.7
2025,23,6,2025-06-02,2025-06-08,佐賀県,1444,60.17
2025,23,6,2025-06-02,2025-06-08,長崎県,3435,67.35
2025,23,6,2025-06-02,2025-06-08,熊本県,4083,55.93
2025,23,6,2025-06-02,2025-06-08,大分県,3622,62.45
2025,23,6,2025-06-02,2025-06-08,宮崎県,1344,48.0
2025,23,6,2025-06-02,2025-06-08,鹿児島県,4408,77.33
2025,23,6,2025-06-02,2025-06-08,沖縄県,2719,60.42
2025,24,6,2025-06-09,2025-06-15,総数,215699,56.07
2025,24,6,2025-06-09,2025-06-15,北海道,8781,52.27
2025,24,6,2025-06-09,2025-06-15,青森県,2648,50.92
2025,24,6,2025-06-09,2025-06-15,岩手県,3526,86.0
2025,24,6,2025-06-09,2025-06-15,宮城県,3890,72.04
2025,24,6,2025-06-09,2025-06-15,秋田県,1207,48.28
2025,24,6,2025-06-09,2025-06-15,山形県,2445,64.34
2025,24,6,2025-06-09,2025-06-15,福島県,3464,72.17
2025,24,6,2025-06-09,2025-06-15,茨城県,4859,71.46
2025,24,6,2025-06-09,2025-06-15,栃木県,3685,78.4
2025,24,6,2025-06-09,2025-06-15,群馬県,3527,78.38
2025,24,6,2025-06-09,2025-06-15,埼玉県,14159,80.91
2025,24,6,2025-06-09,2025-06-15,千葉県,11816,65.64
2025,24,6,2025-06-09,2025-06-15,東京都,23610,56.48
2025,24,6,2025-06-09,2025-06-15,神奈川県,16839,70.16
2025,24,6,2025-06-09,2025-06-15,新潟県,2929,56.33
2025,24,6,2025-06-09,2025-06-15,富山県,3099,64.56
2025,24,6,2025-06-09,2025-06-15,石川県,2639,56.15
2025,24,6,2025-06-09,2025-06-15,福井県,1412,36.21
2025,24,6,2025-06-09,2025-06-15,山梨県,1236,35.31
2025,24,6,2025-06-09,2025-06-15,長野県,4394,54.25
2025,24,6,2025-06-09,2025-06-15,岐阜県,1646,36.58
2025,24,6,2025-06-09,2025-06-15,静岡県,6096,43.86
2025,24,6,2025-06-09,2025-06-15,愛知県,9823,60.26
2025,24,6,2025-06-09,2025-06-15,三重県,2736,39.09
2025,24,6,2025-06-09,2025-06-15,滋賀県,3017,52.02
2025,24,6,2025-06-09,2025-06-15,京都府,3496,54.63
2025,24,6,2025-06-09,2025-06-15,大阪府,11152,38.19
2025,24,6,2025-06-09,2025-06-15,兵庫県,7766,47.35
2025,24,6,2025-06-09,2025-06-15,奈良県,1842,44.93
2025,24,6,2025-06-09,2025-06-15,和歌山県,1845,41.0
2025,24,6,2025-06-09,2025-06-15,鳥取県,1705,58.79
2025,24,6,2025-06-09,2025-06-15,島根県,1073,53.65
2025,24,6,2025-06-09,2025-06-15,岡山県,2859,57.18
2025,24,6,2025-06-09,2025-06-15,広島県,4523,47.61
2025,24,6,2025-06-09,2025-06-15,山口県,4188,66.48
2025,24,6,2025-06-09,2025-06-15,徳島県,1324,38.94
2025,24,6,2025-06-09,2025-06-15,香川県,1831,45.78
2025,24,6,2025-06-09,2025-06-15,愛媛県,2737,72.03
2025,24,6,2025-06-09,2025-06-15,高知県,1635,43.03
2025,24,6,2025-06-09,2025-06-15,福岡県,5582,45.75
2025,24,6,2025-06-09,2025-06-15,佐賀県,1318,54.92
2025,24,6,2025-06-09,2025-06-15,長崎県,2841,55.71
2025,24,6,2025-06-09,2025-06-15,熊本県,3441,47.14
2025,24,6,2025-06-09,2025-06-15,大分県,3229,55.67
2025,24,6,2025-06-09,2025-06-15,宮崎県,1283,45.82
2025,24,6,2025-06-09,2025-06-15,鹿児島県,3879,68.05
2025,24,6,2025-06-09,2025-06-15,沖縄県,2667,59.27
2025,25,6,2025-06-16,2025-06-22,総数,200018,51.93
2025,25,6,2025-06-16,2025-06-22,北海道,8035,47.83
2025,25,6,2025-06-16,2025-06-22,青森県,2344,45.08
2025,25,6,2025-06-16,2025-06-22,岩手県,3001,73.2
2025,25,6,2025-06-16,2025-06-22,宮城県,3460,64.07
2025,25,6,2025-06-16,2025-06-22,秋田県,1099,43.96
2025,25,6,2025-06-16,2025-06-22,山形県,2158,56.79
2025,25,6,2025-06-16,2025-06-22,福島県,2967,61.81
2025,25,6,2025-06-16,2025-06-22,茨城県,4176,61.41
2025,25,6,2025-06-16,2025-06-22,栃木県,3245,69.04
2025,25,6,2025-06-16,2025-06-22,群馬県,3387,75.27
2025,25,6,2025-06-16,2025-06-22,埼玉県,13089,74.37
2025,25,6,2025-06-16,2025-06-22,千葉県,11066,60.14
2025,25,6,2025-06-16,2025-06-22,東京都,22333,53.43
2025,25,6,2025-06-16,2025-06-22,神奈川県,15659,65.25
2025,25,6,2025-06-16,2025-06-22,新潟県,2769,53.25
2025,25,6,2025-06-16,2025-06-22,富山県,2692,56.08
2025,25,6,2025-06-16,2025-06-22,石川県,2331,49.6
2025,25,6,2025-06-16,2025-06-22,福井県,1160,29.74
2025,25,6,2025-06-16,2025-06-22,山梨県,1007,28.77
2025,25,6,2025-06-16,2025-06-22,長野県,3650,45.06
2025,25,6,2025-06-16,2025-06-22,岐阜県,1458,32.4
2025,25,6,2025-06-16,2025-06-22,静岡県,5950,42.81
2025,25,6,2025-06-16,2025-06-22,愛知県,9248,56.74
2025,25,6,2025-06-16,2025-06-22,三重県,2561,36.59
2025,25,6,2025-06-16,2025-06-22,滋賀県,2777,47.88
2025,25,6,2025-06-16,2025-06-22,京都府,3058,47.78
2025,25,6,2025-06-16,2025-06-22,大阪府,11226,38.45
2025,25,6,2025-06-16,2025-06-22,兵庫県,7737,47.18
2025,25,6,2025-06-16,2025-06-22,奈良県,1535,37.44
2025,25,6,2025-06-16,2025-06-22,和歌山県,1777,39.49
2025,25,6,2025-06-16,2025-06-22,鳥取県,1408,48.55
2025,25,6,2025-06-16,2025-06-22,島根県,1018,50.9
2025,25,6,2025-06-16,2025-06-22,岡山県,2469,49.38
2025,25,6,2025-06-16,2025-06-22,広島県,4017,42.28
2025,25,6,2025-06-16,2025-06-22,山口県,3746,59.46
2025,25,6,2025-06-16,2025-06-22,徳島県,1241,36.5
2025,25,6,2025-06-16,2025-06-22,香川県,1728,43.2
2025,25,6,2025-06-16,2025-06-22,愛媛県,2585,68.03
2025,25,6,2025-06-16,2025-06-22,高知県,1467,38.61
2025,25,6,2025-06-16,2025-06-22,福岡県,5357,43.91
2025,25,6,2025-06-16,2025-06-22,佐賀県,1167,48.63
2025,25,6,2025-06-16,2025-06-22,長崎県,2813,55.16
2025,25,6,2025-06-16,2025-06-22,熊本県,3227,44.21
2025,25,6,2025-06-16,2025-06-22,大分県,3149,54.29
2025,25,6,2025-06-16,2025-06-22,宮崎県,1235,44.11
2025,25,6,2025-06-16,2025-06-22,鹿児島県,3383,59.35
2025,25,6,2025-06-16,2025-06-22,沖縄県,3053,67.84
2025,26,6,2025-06-23,2025-06-29,総数,194889,50.58
2025,26,6,2025-06-23,2025-06-29,北海道,7158,42.61
2025,26,6,2025-06-23,2025-06-29,青森県,2198,42.27
2025,26,6,2025-06-23,2025-06-29,岩手県,2900,70.73
2025,26,6,2025-06-23,2025-06-29,宮城県,3401,62.98
2025,26,6,2025-06-23,2025-06-29,秋田県,1046,41.84
2025,26,6,2025-06-23,2025-06-29,山形県,2179,57.34
2025,26,6,2025-06-23,2025-06-29,福島県,2772,57.75
2025,26,6,2025-06-23,2025-06-29,茨城県,4549,66.9
2025,26,6,2025-06-23,2025-06-29,栃木県,3450,73.4
2025,26,6,2025-06-23,2025-06-29,群馬県,3261,72.47
2025,26,6,2025-06-23,2025-06-29,埼玉県,12994,73.83
2025,26,6,2025-06-23,2025-06-29,千葉県,11030,59.95
2025,26,6,2025-06-23,2025-06-29,東京都,21803,52.29
2025,26,6,2025-06-23,2025-06-29,神奈川県,15370,63.51
2025,26,6,2025-06-23,2025-06-29,新潟県,2674,51.42
2025,26,6,2025-06-23,2025-06-29,富山県,2619,54.56
2025,26,6,2025-06-23,2025-06-29,石川県,2216,47.15
2025,26,6,2025-06-23,2025-06-29,福井県,1192,30.56
2025,26,6,2025-06-23,2025-06-29,山梨県,1030,29.43
2025,26,6,2025-06-23,2025-06-29,長野県,3550,43.83
2025,26,6,2025-06-23,2025-06-29,岐阜県,1425,31.67
2025,26,6,2025-06-23,2025-06-29,静岡県,5362,38.58
2025,26,6,2025-06-23,2025-06-29,愛知県,9098,55.82
2025,26,6,2025-06-23,2025-06-29,三重県,2818,40.26
2025,26,6,2025-06-23,2025-06-29,滋賀県,2466,42.52
2025,26,6,2025-06-23,2025-06-29,京都府,2937,45.89
2025,26,6,2025-06-23,2025-06-29,大阪府,10330,35.38
2025,26,6,2025-06-23,2025-06-29,兵庫県,7508,45.5
2025,26,6,2025-06-23,2025-06-29,奈良県,1440,36.0
2025,26,6,2025-06-23,2025-06-29,和歌山県,1712,38.04
2025,26,6,2025-06-23,2025-06-29,鳥取県,1332,45.93
2025,26,6,2025-06-23,2025-06-29,島根県,903,45.15
2025,26,6,2025-06-23,2025-06-29,岡山県,2457,49.14
2025,26,6,2025-06-23,2025-06-29,広島県,4167,43.86
2025,26,6,2025-06-23,2025-06-29,山口県,3795,60.24
2025,26,6,2025-06-23,2025-06-29,徳島県,1217,35.79
2025,26,6,2025-06-23,2025-06-29,香川県,1676,41.9
2025,26,6,2025-06-23,2025-06-29,愛媛県,2746,72.26
2025,26,6,2025-06-23,2025-06-29,高知県,1518,39.95
2025,26,6,2025-06-23,2025-06-29,福岡県,5106,41.85
2025,26,6,2025-06-23,2025-06-29,佐賀県,1135,47.29
2025,26,6,2025-06-23,2025-06-29,長崎県,2771,54.33
2025,26,6,2025-06-23,2025-06-29,熊本県,3256,44.6
2025,26,6,2025-06-23,2025-06-29,大分県,2971,51.22
2025,26,6,2025-06-23,2025-06-29,宮崎県,1172,41.86
2025,26,6,2025-06-23,2025-06-29,鹿児島県,3355,58.86
2025,26,6,2025-06-23,2025-06-29,沖縄県,2824,62.76
2025,27,6,2025-06-30,2025-07-06,総数,203039,52.71
2025,27,6,2025-06-30,2025-07-06,北海道,6782,40.37
2025,27,6,2025-06-30,2025-07-06,青森県,2087,40.13
2025,27,6,2025-06-30,2025-07-06,岩手県,2948,71.9
2025,27,6,2025-06-30,2025-07-06,宮城県,3677,68.09
2025,27,6,2025-06-30,2025-07-06,秋田県,1157,46.28
2025,27,6,2025-06-30,2025-07-06,山形県,2173,57.18
2025,27,6,2025-06-30,2025-07-06,福島県,3351,69.81
2025,27,6,2025-06-30,2025-07-06,茨城県,4606,67.74
2025,27,6,2025-06-30,2025-07-06,栃木県,3657,77.81
2025,27,6,2025-06-30,2025-07-06,群馬県,3451,76.69
2025,27,6,2025-06-30,2025-07-06,埼玉県,13393,76.1
2025,27,6,2025-06-30,2025-07-06,千葉県,11957,64.28
2025,27,6,2025-06-30,2025-07-06,東京都,22706,54.32
2025,27,6,2025-06-30,2025-07-06,神奈川県,16073,66.97
2025,27,6,2025-06-30,2025-07-06,新潟県,2601,51.0
2025,27,6,2025-06-30,2025-07-06,富山県,2565,53.44
2025,27,6,2025-06-30,2025-07-06,石川県,2271,48.32
2025,27,6,2025-06-30,2025-07-06,福井県,1117,28.64
2025,27,6,2025-06-30,2025-07-06,山梨県,1166,33.31
2025,27,6,2025-06-30,2025-07-06,長野県,3571,44.09
2025,27,6,2025-06-30,2025-07-06,岐阜県,1547,34.38
2025,27,6,2025-06-30,2025-07-06,静岡県,6068,43.65
2025,27,6,2025-06-30,2025-07-06,愛知県,9748,59.8
2025,27,6,2025-06-30,2025-07-06,三重県,2900,41.43
2025,27,6,2025-06-30,2025-07-06,滋賀県,2747,47.36
2025,27,6,2025-06-30,2025-07-06,京都府,2965,46.33
2025,27,6,2025-06-30,2025-07-06,大阪府,10923,37.41
2025,27,6,2025-06-30,2025-07-06,兵庫県,7674,46.79
2025,27,6,2025-06-30,2025-07-06,奈良県,1528,37.27
2025,27,6,2025-06-30,2025-07-06,和歌山県,1779,39.53
2025,27,6,2025-06-30,2025-07-06,鳥取県,1254,43.24
2025,27,6,2025-06-30,2025-07-06,島根県,957,47.85
2025,27,6,2025-06-30,2025-07-06,岡山県,2609,52.18
2025,27,6,2025-06-30,2025-07-06,広島県,4195,44.63
2025,27,6,2025-06-30,2025-07-06,山口県,3650,57.94
2025,27,6,2025-06-30,2025-07-06,徳島県,1324,38.94
2025,27,6,2025-06-30,2025-07-06,香川県,1800,45.0
2025,27,6,2025-06-30,2025-07-06,愛媛県,2642,69.53
2025,27,6,2025-06-30,2025-07-06,高知県,1538,40.47
2025,27,6,2025-06-30,2025-07-06,福岡県,5178,42.44
2025,27,6,2025-06-30,2025-07-06,佐賀県,1115,46.46
2025,27,6,2025-06-30,2025-07-06,長崎県,2859,56.06
2025,27,6,2025-06-30,2025-07-06,熊本県,3455,47.33
2025,27,6,2025-06-30,2025-07-06,大分県,3424,59.03
2025,27,6,2025-06-30,2025-07-06,宮崎県,1262,45.07
2025,27,6,2025-06-30,2025-07-06,鹿児島県,3403,59.7
2025,27,6,2025-06-30,2025-07-06,沖縄県,3186,70.8
2025,28,7,2025-07-07,2025-07-13,総数,202794,52.66
2025,28,7,2025-07-07,2025-07-13,北海道,6572,39.12
2025,28,7,2025-07-07,2025-07-13,青森県,2195,42.21
2025,28,7,2025-07-07,2025-07-13,岩手県,3002,73.22
2025,28,7,2025-07-07,2025-07-13,宮城県,3825,70.83
2025,28,7,2025-07-07,2025-07-13,秋田県,1108,44.32
2025,28,7,2025-07-07,2025-07-13,山形県,2214,59.84
2025,28,7,2025-07-07,2025-07-13,福島県,2917,60.77
2025,28,7,2025-07-07,2025-07-13,茨城県,4398,64.68
2025,28,7,2025-07-07,2025-07-13,栃木県,3490,74.26
2025,28,7,2025-07-07,2025-07-13,群馬県,3340,74.22
2025,28,7,2025-07-07,2025-07-13,埼玉県,13460,76.48
2025,28,7,2025-07-07,2025-07-13,千葉県,11688,62.84
2025,28,7,2025-07-07,2025-07-13,東京都,22826,54.48
2025,28,7,2025-07-07,2025-07-13,神奈川県,16049,67.43
2025,28,7,2025-07-07,2025-07-13,新潟県,2759,53.06
2025,28,7,2025-07-07,2025-07-13,富山県,2770,57.71
2025,28,7,2025-07-07,2025-07-13,石川県,2240,47.66
2025,28,7,2025-07-07,2025-07-13,福井県,1112,28.51
2025,28,7,2025-07-07,2025-07-13,山梨県,1068,30.51
2025,28,7,2025-07-07,2025-07-13,長野県,3663,45.22
2025,28,7,2025-07-07,2025-07-13,岐阜県,1543,34.29
2025,28,7,2025-07-07,2025-07-13,静岡県,6265,45.07
2025,28,7,2025-07-07,2025-07-13,愛知県,9544,58.55
2025,28,7,2025-07-07,2025-07-13,三重県,2905,41.5
2025,28,7,2025-07-07,2025-07-13,滋賀県,2625,45.26
2025,28,7,2025-07-07,2025-07-13,京都府,3159,49.36
2025,28,7,2025-07-07,2025-07-13,大阪府,11051,37.98
2025,28,7,2025-07-07,2025-07-13,兵庫県,7794,47.24
2025,28,7,2025-07-07,2025-07-13,奈良県,1531,37.34
2025,28,7,2025-07-07,2025-07-13,和歌山県,1873,41.62
2025,28,7,2025-07-07,2025-07-13,鳥取県,1339,46.17
2025,28,7,2025-07-07,2025-07-13,島根県,986,49.3
2025,28,7,2025-07-07,2025-07-13,岡山県,2611,52.22
2025,28,7,2025-07-07,2025-07-13,広島県,4249,44.73
2025,28,7,2025-07-07,2025-07-13,山口県,3620,57.46
2025,28,7,2025-07-07,2025-07-13,徳島県,1215,35.74
2025,28,7,2025-07-07,2025-07-13,香川県,1886,47.15
2025,28,7,2025-07-07,2025-07-13,愛媛県,2500,65.79
2025,28,7,2025-07-07,2025-07-13,高知県,1597,42.03
2025,28,7,2025-07-07,2025-07-13,福岡県,5267,43.17
2025,28,7,2025-07-07,2025-07-13,佐賀県,1041,43.38
2025,28,7,2025-07-07,2025-07-13,長崎県,2940,57.65
2025,28,7,2025-07-07,2025-07-13,熊本県,3417,47.46
2025,28,7,2025-07-07,2025-07-13,大分県,3294,56.79
2025,28,7,2025-07-07,2025-07-13,宮崎県,1291,46.11
2025,28,7,2025-07-07,2025-07-13,鹿児島県,3486,61.16
2025,28,7,2025-07-07,2025-07-13,沖縄県,3069,68.2
2025,29,7,2025-07-14,2025-07-20,総数,207629,54.03
2025,29,7,2025-07-14,2025-07-20,北海道,7665,45.9
2025,29,7,2025-07-14,2025-07-20,青森県,2384,45.85
2025,29,7,2025-07-14,2025-07-20,岩手県,3227,78.71
2025,29,7,2025-07-14,2025-07-20,宮城県,3756,69.56
2025,29,7,2025-07-14,2025-07-20,秋田県,1236,49.44
2025,29,7,2025-07-14,2025-07-20,山形県,2443,64.29
2025,29,7,2025-07-14,2025-07-20,福島県,2973,61.94
2025,29,7,2025-07-14,2025-07-20,茨城県,4686,68.91
2025,29,7,2025-07-14,2025-07-20,栃木県,3786,80.55
2025,29,7,2025-07-14,2025-07-20,群馬県,3747,83.27
2025,29,7,2025-07-14,2025-07-20,埼玉県,13715,78.82
2025,29,7,2025-07-14,2025-07-20,千葉県,12144,65.29
2025,29,7,2025-07-14,2025-07-20,東京都,22743,54.8
2025,29,7,2025-07-14,2025-07-20,神奈川県,15944,66.99
2025,29,7,2025-07-14,2025-07-20,新潟県,2773,54.37
2025,29,7,2025-07-14,2025-07-20,富山県,2756,57.42
2025,29,7,2025-07-14,2025-07-20,石川県,2331,49.6
2025,29,7,2025-07-14,2025-07-20,福井県,1278,32.77
2025,29,7,2025-07-14,2025-07-20,山梨県,1143,32.66
2025,29,7,2025-07-14,2025-07-20,長野県,4050,50.0
2025,29,7,2025-07-14,2025-07-20,岐阜県,1566,34.8
2025,29,7,2025-07-14,2025-07-20,静岡県,6142,44.19
2025,29,7,2025-07-14,2025-07-20,愛知県,9634,59.1
2025,29,7,2025-07-14,2025-07-20,三重県,3113,44.47
2025,29,7,2025-07-14,2025-07-20,滋賀県,2861,49.33
2025,29,7,2025-07-14,2025-07-20,京都府,3273,51.14
2025,29,7,2025-07-14,2025-07-20,大阪府,11125,38.1
2025,29,7,2025-07-14,2025-07-20,兵庫県,7761,47.04
2025,29,7,2025-07-14,2025-07-20,奈良県,1654,40.34
2025,29,7,2025-07-14,2025-07-20,和歌山県,1792,39.82
2025,29,7,2025-07-14,2025-07-20,鳥取県,1412,48.69
2025,29,7,2025-07-14,2025-07-20,島根県,1003,50.15
2025,29,7,2025-07-14,2025-07-20,岡山県,2585,51.7
2025,29,7,2025-07-14,2025-07-20,広島県,4203,44.24
2025,29,7,2025-07-14,2025-07-20,山口県,3653,57.98
2025,29,7,2025-07-14,2025-07-20,徳島県,1284,37.76
2025,29,7,2025-07-14,2025-07-20,香川県,1734,43.35
2025,29,7,2025-07-14,2025-07-20,愛媛県,2550,67.11
2025,29,7,2025-07-14,2025-07-20,高知県,1486,39.11
2025,29,7,2025-07-14,2025-07-20,福岡県,5394,44.58
2025,29,7,2025-07-14,2025-07-20,佐賀県,1159,48.29
2025,29,7,2025-07-14,2025-07-20,長崎県,2762,55.24
2025,29,7,2025-07-14,2025-07-20,熊本県,3534,49.08
2025,29,7,2025-07-14,2025-07-20,大分県,3414,58.86
2025,29,7,2025-07-14,2025-07-20,宮崎県,1320,47.14
2025,29,7,2025-07-14,2025-07-20,鹿児島県,3553,62.33
2025,29,7,2025-07-14,2025-07-20,沖縄県,2882,64.04
2025,30,7,2025-07-21,2025-07-27,総数,185656,48.2
2025,30,7,2025-07-21,2025-07-27,北海道,6333,37.92
2025,30,7,2025-07-21,2025-07-27,青森県,1982,38.12
2025,30,7,2025-07-21,2025-07-27,岩手県,2735,66.71
2025,30,7,2025-07-21,2025-07-27,宮城県,3239,58.89
2025,30,7,2025-07-21,2025-07-27,秋田県,1068,42.72
2025,30,7,2025-07-21,2025-07-27,山形県,2067,54.39
2025,30,7,2025-07-21,2025-07-27,福島県,2666,55.54
2025,30,7,2025-07-21,2025-07-27,茨城県,4423,65.04
2025,30,7,2025-07-21,2025-07-27,栃木県,3358,71.45
2025,30,7,2025-07-21,2025-07-27,群馬県,3235,71.89
2025,30,7,2025-07-21,2025-07-27,埼玉県,12394,71.23
2025,30,7,2025-07-21,2025-07-27,千葉県,10519,56.86
2025,30,7,2025-07-21,2025-07-27,東京都,20736,49.49
2025,30,7,2025-07-21,2025-07-27,神奈川県,14703,60.76
2025,30,7,2025-07-21,2025-07-27,新潟県,2532,48.69
2025,30,7,2025-07-21,2025-07-27,富山県,2313,48.19
2025,30,7,2025-07-21,2025-07-27,石川県,1880,40.0
2025,30,7,2025-07-21,2025-07-27,福井県,1106,28.36
2025,30,7,2025-07-21,2025-07-27,山梨県,1012,28.91
2025,30,7,2025-07-21,2025-07-27,長野県,3607,44.53
2025,30,7,2025-07-21,2025-07-27,岐阜県,1502,33.38
2025,30,7,2025-07-21,2025-07-27,静岡県,5835,41.98
2025,30,7,2025-07-21,2025-07-27,愛知県,8945,54.88
2025,30,7,2025-07-21,2025-07-27,三重県,2726,38.94
2025,30,7,2025-07-21,2025-07-27,滋賀県,2585,44.57
2025,30,7,2025-07-21,2025-07-27,京都府,2858,44.66
2025,30,7,2025-07-21,2025-07-27,大阪府,9547,32.81
2025,30,7,2025-07-21,2025-07-27,兵庫県,6790,41.15
2025,30,7,2025-07-21,2025-07-27,奈良県,1554,37.9
2025,30,7,2025-07-21,2025-07-27,和歌山県,1649,36.64
2025,30,7,2025-07-21,2025-07-27,鳥取県,1241,42.79
2025,30,7,2025-07-21,2025-07-27,島根県,835,41.75
2025,30,7,2025-07-21,2025-07-27,岡山県,2376,47.52
2025,30,7,2025-07-21,2025-07-27,広島県,3918,41.24
2025,30,7,2025-07-21,2025-07-27,山口県,3028,48.06
2025,30,7,2025-07-21,2025-07-27,徳島県,1197,35.21
2025,30,7,2025-07-21,2025-07-27,香川県,1501,37.53
2025,30,7,2025-07-21,2025-07-27,愛媛県,2324,61.16
2025,30,7,2025-07-21,2025-07-27,高知県,1314,34.58
2025,30,7,2025-07-21,2025-07-27,福岡県,5427,44.48
2025,30,7,2025-07-21,2025-07-27,佐賀県,935,38.96
2025,30,7,2025-07-21,2025-07-27,長崎県,2420,48.4
2025,30,7,2025-07-21,2025-07-27,熊本県,3299,45.82
2025,30,7,2025-07-21,2025-07-27,大分県,2883,49.71
2025,30,7,2025-07-21,2025-07-27,宮崎県,1279,45.68
2025,30,7,2025-07-21,2025-07-27,鹿児島県,3331,58.44
2025,30,7,2025-07-21,2025-07-27,沖縄県,2449,54.42
2025,31,7,2025-07-28,2025-08-03,総数,202888,52.82
2025,31,7,2025-07-28,2025-08-03,北海道,6887,41.24
2025,31,7,2025-07-28,2025-08-03,青森県,2055,39.52
2025,31,7,2025-07-28,2025-08-03,岩手県,3155,76.95
2025,31,7,2025-07-28,2025-08-03,宮城県,3499,64.8
2025,31,7,2025-07-28,2025-08-03,秋田県,1145,45.8
2025,31,7,2025-07-28,2025-08-03,山形県,2429,63.92
2025,31,7,2025-07-28,2025-08-03,福島県,2733,56.94
2025,31,7,2025-07-28,2025-08-03,茨城県,4674,68.74
2025,31,7,2025-07-28,2025-08-03,栃木県,3550,75.53
2025,31,7,2025-07-28,2025-08-03,群馬県,3628,80.62
2025,31,7,2025-07-28,2025-08-03,埼玉県,13085,74.77
2025,31,7,2025-07-28,2025-08-03,千葉県,11662,62.36
2025,31,7,2025-07-28,2025-08-03,東京都,22203,52.99
2025,31,7,2025-07-28,2025-08-03,神奈川県,14909,65.39
2025,31,7,2025-07-28,2025-08-03,新潟県,2989,57.48
2025,31,7,2025-07-28,2025-08-03,富山県,2562,53.38
2025,31,7,2025-07-28,2025-08-03,石川県,2138,45.49
2025,31,7,2025-07-28,2025-08-03,福井県,1184,30.36
2025,31,7,2025-07-28,2025-08-03,山梨県,1233,35.23
2025,31,7,2025-07-28,2025-08-03,長野県,4128,50.96
2025,31,7,2025-07-28,2025-08-03,岐阜県,1635,36.33
2025,31,7,2025-07-28,2025-08-03,静岡県,6752,48.58
2025,31,7,2025-07-28,2025-08-03,愛知県,10065,61.75
2025,31,7,2025-07-28,2025-08-03,三重県,3079,43.99
2025,31,7,2025-07-28,2025-08-03,滋賀県,2793,48.16
2025,31,7,2025-07-28,2025-08-03,京都府,2851,44.55
2025,31,7,2025-07-28,2025-08-03,大阪府,10565,36.31
2025,31,7,2025-07-28,2025-08-03,兵庫県,7237,43.86
2025,31,7,2025-07-28,2025-08-03,奈良県,1501,35.74
2025,31,7,2025-07-28,2025-08-03,和歌山県,1805,40.11
2025,31,7,2025-07-28,2025-08-03,鳥取県,1320,45.52
2025,31,7,2025-07-28,2025-08-03,島根県,1075,53.75
2025,31,7,2025-07-28,2025-08-03,岡山県,2623,52.46
2025,31,7,2025-07-28,2025-08-03,広島県,4348,45.77
2025,31,7,2025-07-28,2025-08-03,山口県,3354,53.24
2025,31,7,2025-07-28,2025-08-03,徳島県,1321,38.85
2025,31,7,2025-07-28,2025-08-03,香川県,1863,46.58
2025,31,7,2025-07-28,2025-08-03,愛媛県,2620,68.95
2025,31,7,2025-07-28,2025-08-03,高知県,1688,44.42
2025,31,7,2025-07-28,2025-08-03,福岡県,5954,48.8
2025,31,7,2025-07-28,2025-08-03,佐賀県,1153,48.04
2025,31,7,2025-07-28,2025-08-03,長崎県,2905,56.96
2025,31,7,2025-07-28,2025-08-03,熊本県,3639,50.54
2025,31,7,2025-07-28,2025-08-03,大分県,2998,51.69
2025,31,7,2025-07-28,2025-08-03,宮崎県,1641,58.61
2025,31,7,2025-07-28,2025-08-03,鹿児島県,3733,66.66
2025,31,7,2025-07-28,2025-08-03,沖縄県,2522,56.04
2025,32,8,2025-08-04,2025-08-10,総数,198058,52.49
2025,32,8,2025-08-04,2025-08-10,北海道,6596,40.47
2025,32,8,2025-08-04,2025-08-10,青森県,2294,44.98
2025,32,8,2025-08-04,2025-08-10,岩手県,3312,80.78
2025,32,8,2025-08-04,2025-08-10,宮城県,3315,61.39
2025,32,8,2025-08-04,2025-08-10,秋田県,1346,53.84
2025,32,8,2025-08-04,2025-08-10,山形県,2518,66.26
2025,32,8,2025-08-04,2025-08-10,福島県,2552,53.17
2025,32,8,2025-08-04,2025-08-10,茨城県,4319,63.51
2025,32,8,2025-08-04,2025-08-10,栃木県,3410,74.13
2025,32,8,2025-08-04,2025-08-10,群馬県,3802,88.42
2025,32,8,2025-08-04,2025-08-10,埼玉県,13303,79.18
2025,32,8,2025-08-04,2025-08-10,千葉県,11738,65.94
2025,32,8,2025-08-04,2025-08-10,東京都,20547,52.02
2025,32,8,2025-08-04,2025-08-10,神奈川県,15084,66.16
2025,32,8,2025-08-04,2025-08-10,新潟県,2894,60.29
2025,32,8,2025-08-04,2025-08-10,富山県,2713,58.98
2025,32,8,2025-08-04,2025-08-10,石川県,1927,41.0
2025,32,8,2025-08-04,2025-08-10,福井県,1220,31.28
2025,32,8,2025-08-04,2025-08-10,山梨県,1035,30.44
2025,32,8,2025-08-04,2025-08-10,長野県,4093,50.53
2025,32,8,2025-08-04,2025-08-10,岐阜県,1736,38.58
2025,32,8,2025-08-04,2025-08-10,静岡県,6055,43.56
2025,32,8,2025-08-04,2025-08-10,愛知県,9620,59.02
2025,32,8,2025-08-04,2025-08-10,三重県,3051,44.22
2025,32,8,2025-08-04,2025-08-10,滋賀県,2323,41.48
2025,32,8,2025-08-04,2025-08-10,京都府,2916,47.8
2025,32,8,2025-08-04,2025-08-10,大阪府,9677,33.25
2025,32,8,2025-08-04,2025-08-10,兵庫県,6677,41.99
2025,32,8,2025-08-04,2025-08-10,奈良県,1564,37.24
2025,32,8,2025-08-04,2025-08-10,和歌山県,1692,37.6
